task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_results,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
2607,180762-76,DOVU,dovu.earth,dapp_or_product,high,yes,Official DOVU pages and token pages identify DOVU as the utility token.,"[""DOVU""]","[""https://dovu.earth/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""DOVU"",""token_name"":""DOVU"",""token_url"":""https://coinmarketcap.com/currencies/dovu-earth/"",""reason"":""DOVU qualifies as the original DOVU/DOVU.earth carbon-market ecosystem; official DOVU materials describe DOV tokenomics and governance for the DOVU ecosystem, while token pages map the traded token as DOVU."",""evidence_urls"":[""https://dovu.earth/en/tokenomics-of-dov/"",""https://dovu.earth/en/dov-as-a-governance-token/"",""https://coinmarketcap.com/currencies/dovu-earth/""],""evidence_source_types"":[""official_site"",""official_site"",""coinmarketcap""]}]",the rule positive for DOVU: DOVU is the original DOVU.earth ecosystem and official materials identify the DOV/DOVU token as the ecosystem governance/utility token.,Official pages and token listings identify DOVU as the utility token.,https://dovu.earth/en/dov-as-a-governance-token/|https://coinmarketcap.com/currencies/dovu-earth/|https://dovu.earth/en/tokenomics-of-dov/,official_site|coinmarketcap|official_site,high,no
2609,180925-39,Salt Lending,saltlending.com,wallet_or_custody,high,yes,Official token terms and CoinMarketCap identify SALT as the platform token.,"[""SALT Lending""]","[""https://saltlending.com/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""SALT"",""token_name"":""SALT"",""token_url"":""https://saltlending.com/salt-token-terms-and-conditions/"",""reason"":""Salt Lending qualifies as the original SALT lending-platform ecosystem; official SALT materials state Salt developed the proprietary loan platform and that SALT Tokens are used with platform accounts for membership utilities, collateral, fee payment, and interest-rate reductions."",""evidence_urls"":[""https://saltlending.com/"",""https://saltlending.com/salt-token-terms-and-conditions/"",""https://saltlending.com/salt-lending-reaches-settlement-with-the-u-s-securities-and-exchange-commission/""],""evidence_source_types"":[""official_site"",""official_site"",""official_site""]}]","the rule positive for SALT: Salt Lending is the original SALT crypto-backed lending platform, and official company materials identify SALT Tokens as platform membership/utility tokens sold by Salt.",Official token terms and CoinMarketCap identify SALT as the membership token.,https://saltlending.com/salt-token-terms-and-conditions/|https://coinmarketcap.com/currencies/salt/|https://saltlending.com/,official_site|coinmarketcap|official_site,high,no
2611,559967-05,Draftables,draftables.io,gaming_or_nft,high,yes,Full search confirmed Draftables has a fungible tokenized ecosystem; DRAFT is supported by the official Draftables docs.,"[""Draftables""]","[""https://draftables.io/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""DRAFT"",""token_name"":""Draftables"",""token_url"":""https://draft-labs.gitbook.io/draftables-soft-staking"",""reason"":""Draftables is the original Draftables digital sports-game ecosystem, and official Draftables materials describe the $DRAFT economy and conversion into DRAFT tokens."",""evidence_urls"":[""https://draft-labs.gitbook.io/draftables-soft-staking"",""https://draft-labs.gitbook.io/draftables-litepaper""],""evidence_source_types"":[""official_docs"",""official_docs""]}]","the rule positive: Draftables is the original Draftables game ecosystem behind DRAFT, with official docs describing the DRAFT economy and token flow.",Official Draftables docs describe the DRAFT economy and token airdrop flow.,https://draftables.io/|https://draft-labs.gitbook.io/draftables-soft-staking|https://draft-labs.gitbook.io/draftables-litepaper,official_site|official_docs,high,no
2613,465092-38,Measurable Data Token,mdt.io,protocol_or_network,high,yes,Official site and token page confirm Measurable Data Token as a live fungible-token ecosystem.,"[""Measurable Data Token""]","[""https://mdt.io/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""MDT"",""token_name"":""Measurable Data Token"",""token_url"":""https://mdt.io/token/"",""reason"":""Measurable Data Token is the original MDT decentralized data exchange ecosystem, and the official token page identifies MDT as the ecosystem token."",""evidence_urls"":[""https://mdt.io/"",""https://mdt.io/token/"",""https://coinmarketcap.com/currencies/measurable-data-token/""],""evidence_source_types"":[""official_site"",""official_site"",""coinmarketcap""]}]",the rule positive: Measurable Data Token is the original MDT data-exchange ecosystem and official sources identify MDT as its token.,Official MDT site and token page identify MDT as the native token.,https://mdt.io/|https://mdt.io/token|https://coinmarketcap.com/currencies/measurable-data-token/,official_site|official_docs|coinmarketcap,high,no
2614,465384-34,DeCus (Financial Software),decus.io,infrastructure_or_data,high,yes,Official and market pages map DeCus to the SATS token on BNB Chain.,"[""DeCus""]","[""https://decus.medium.com/say-hello-to-decus-4ad82be3ad0c""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""SATS"",""token_name"":""DeCus.io"",""token_url"":""https://coinmarketcap.com/currencies/decus/"",""reason"":""DeCus is the original DeCus cross-chain custody system; official DeCus posts describe the system launch and the eBTC-to-SATS token rename."",""evidence_urls"":[""https://decus.medium.com/say-hello-to-decus-4ad82be3ad0c"",""https://decus.medium.com/smaller-unit-smarter-bitcoin-mint-sats-and-win-1-000-btc-1d891b08b221"",""https://coinmarketcap.com/currencies/decus/""],""evidence_source_types"":[""official_blog"",""official_blog"",""coinmarketcap""]}]","the rule positive: DeCus is the original DeCus cross-chain custody/token ecosystem behind SATS, supported by official launch and token-renaming posts.",CoinMarketCap and current market pages identify DeCus.io / SATS as the live fungible token.,https://coinmarketcap.com/currencies/decus/|https://decus.medium.com/say-hello-to-decus-4ad82be3ad0c|https://bitgetapp.com/price/decus/what-is,coinmarketcap|official_site|secondary_source,high,no
2617,465445-72,Black Hole,blackhole.black,protocol_or_network,high,yes,Official docs and market pages confirm BLACK as the native token of the Blackhole protocol.,"[""Blackhole""]","[""https://www.blackhole.black/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""BLACK"",""token_name"":""Blackhole"",""token_url"":""https://docs.blackhole.xyz/tokenomics"",""reason"":""Blackhole is the original Blackhole protocol/liquidity ecosystem, and official docs define $BLACK as the protocol token."",""evidence_urls"":[""https://docs.blackhole.xyz/tokenomics"",""https://coinmarketcap.com/currencies/blackhole/"",""https://blackhole.xyz/""],""evidence_source_types"":[""official_docs"",""coinmarketcap"",""official_site""]}]",the rule positive: Blackhole is the original Blackhole protocol ecosystem and official docs identify BLACK as its protocol token.,Official docs define $BLACK as the protocol token.,https://docs.blackhole.xyz/tokenomics|https://www.blackhole.black/|https://coinmarketcap.com/currencies/blackhole/,official_docs|official_site|coinmarketcap,high,no
2623,463228-21,Uno Re,unore.io,protocol_or_network,high,yes,Uno Re has rebranded to Lunos; official and market sources map the current token ticker to UNO.,"[""Lunos""]","[""https://lunos.xyz/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""UNO"",""token_name"":""Lunos"",""token_url"":""https://lunos.xyz/"",""reason"":""Uno Re evolved into Lunos, the original Lunos chain/coverage ecosystem, and official/current sources identify UNO as the utility token powering the Lunos chain."",""evidence_urls"":[""https://lunos.xyz/"",""https://coinmarketcap.com/currencies/unore/"",""https://www.coingecko.com/en/coins/lunos""],""evidence_source_types"":[""official_site"",""coinmarketcap"",""coingecko""]}]",the rule positive: Uno Re/Lunos is the original Lunos blockchain/coverage ecosystem and UNO is its current ecosystem token.,Official Lunos site and market pages identify UNO as the live token.,https://lunos.xyz/|https://coinmarketcap.com/currencies/unore/|https://www.coingecko.com/en/coins/uno-re,official_site|coinmarketcap|coingecko,high,no
2624,560274-13,Paiblock,paiblock.io,wallet_or_custody,high,yes,Paiblock now markets Digital Ounce as a stablecoin product and references DOZ across current materials.,"[""Digital Ounce""]","[""https://ounce.digital/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""DOZ"",""token_name"":""Digital Ounce"",""token_url"":""https://ounce.digital/"",""reason"":""Paiblock is the original operator/issuer infrastructure for the Digital Ounce stablecoin network, and official/press sources identify DOZ as Paiblock's stablecoin."",""evidence_urls"":[""https://ounce.digital/"",""https://ounce.digital/contact-us/"",""https://www.businesstimesjournal.com/article/898486422-paiblock-expands-stablecoin-network-to-enable-payments-and-trading-across-evm-compatible-chains""],""evidence_source_types"":[""official_site"",""official_site"",""press_release""]}]",the rule positive: Paiblock is identified as the original operator/issuer infrastructure for the Digital Ounce DOZ stablecoin ecosystem.,Official Digital Ounce pages and recent coverage identify DOZ as the stablecoin.,https://ounce.digital/|https://ounce.digital/index.php/contact-us/|https://www.businesstimesjournal.com/article/898486422-paiblock-expands-stablecoin-network-to-enable-payments-and-trading-across-evm-compatible-chains,official_site|official_site|secondary_source,high,no
2625,465956-20,Pinknode,pinknode.io,infrastructure_or_data,high,yes,Official and market pages confirm PNODE as Pinknode’s native token.,"[""Pinknode""]","[""https://www.pinknode.io/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""PNODE"",""token_name"":""Pinknode"",""token_url"":""https://coinmarketcap.com/currencies/pinknode/"",""reason"":""Pinknode is the original Pinknode Polkadot infrastructure ecosystem, and official Pinknode materials describe PNODE utility, staking, access, and governance within that ecosystem."",""evidence_urls"":[""https://medium.com/pinknode/pinknode-token-utility-part-1-1f5e30714e06"",""https://coinmarketcap.com/currencies/pinknode/"",""https://cryptorank.io/ico/pinknode""],""evidence_source_types"":[""official_blog"",""coinmarketcap"",""token_data_page""]}]",the rule positive: Pinknode is the original Pinknode infrastructure ecosystem and PNODE is its platform utility/governance token.,CoinMarketCap and partner docs identify PNODE as the token.,https://coinmarketcap.com/currencies/pinknode/|https://docs.astar.network/docs/build/integrations/node-providers/pinknode|https://kando.tech/token/pinknode,coinmarketcap|official_docs|secondary_source,high,no
2628,463332-16,Charged Particles,charged.fi,protocol_or_network,high,yes,Official docs explicitly define IONX as the governance token of the Charged Particles protocol.,"[""Charged Particles Protocol""]","[""https://www.charged.fi/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""IONX"",""token_name"":""Charged Particles Protocol"",""token_url"":""https://docs.charged.fi/charged-particles-protocol/ionx"",""reason"":""Charged Particles is the original Charged Particles Protocol ecosystem, and official docs identify IONX as the native governance token for the protocol."",""evidence_urls"":[""https://docs.charged.fi/charged-particles-protocol/ionx"",""https://www.charged.fi/faq"",""https://docs.charged.fi/charged-particles-protocol/protocol-governance""],""evidence_source_types"":[""official_docs"",""official_site"",""official_docs""]}]",the rule positive: Charged Particles is the original protocol ecosystem and IONX is its native governance token.,Charged Particles docs define $IONX as the native governance token.,https://docs.charged.fi/charged-particles-protocol/ionx|https://www.charged.fi/faq|https://docs.charged.fi/charged-particles-protocol/protocol-governance,official_docs|official_site,high,no
2630,463333-24,Yolo ex,yoloex.io,dapp_or_product,high,yes,Official tokenomics docs identify EX as the project utility token.,"[""Yolo ex""]","[""https://www.yoloex.io/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""EX"",""token_name"":""EX"",""token_url"":""https://www.yoloex.io/docs/bp-tokenomics-and-incentives"",""reason"":""Yolo.ex is the original Markets 3.0 / experiential DeFi ecosystem, and official blackpaper materials define EX as the utility token across that ecosystem."",""evidence_urls"":[""https://www.yoloex.io/"",""https://www.yoloex.io/docs/bp-tokenomics-and-incentives""],""evidence_source_types"":[""official_site"",""official_docs""]}]",the rule positive: Yolo.ex is the original Markets 3.0 ecosystem and official materials define EX as its utility token.,Official tokenomics docs define the EX token and its utility.,https://www.yoloex.io/docs/bp-tokenomics-and-incentives|https://www.yoloex.io/docs/bp-pageset-f,official_docs,high,no
2631,463368-07,Zeitgeist PM,zeitgeist.pm,protocol_or_network,high,yes,Official site and market pages confirm ZTG as the native token of Zeitgeist.,"[""Zeitgeist""]","[""https://zeitgeist.pm/""]",completed,2026-04-18T18:01:30Z,"[{""token_symbol"":""ZTG"",""token_name"":""Zeitgeist"",""token_url"":""https://coinmarketcap.com/currencies/zeitgeist/"",""reason"":""Zeitgeist PM is the original Zeitgeist prediction-market protocol/blockchain ecosystem, and current official/token sources identify ZTG as the Zeitgeist token."",""evidence_urls"":[""https://zeitgeist.pm/"",""https://coinmarketcap.com/currencies/zeitgeist/"",""https://docs.zeitgeist.pm/docs/build/how-to-unlock-vested-token""],""evidence_source_types"":[""official_site"",""coinmarketcap"",""official_docs""]}]",the rule positive: Zeitgeist PM is the original Zeitgeist prediction-market protocol ecosystem and ZTG is its token.,Zeitgeist official site and market pages identify the ZTG token.,https://zeitgeist.pm/|https://coinmarketcap.com/currencies/zeitgeist/|https://medium.com/zeitgeistpm/how-do-prediction-markets-work-b267c5a0a448,official_site|coinmarketcap|official_docs,high,no
