task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_symbol,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review,token_results
3327,268200-19,Homelend (Financial Software),homelend.io,dapp_or_product,medium,yes,"Blockchain mortgage platform has historical token-sale lineage, so full token-family review was required.","[""Homelend""]","[""https://homelend.io/""]",completed,2026-04-18T20:39:58Z,"[""HMD""]","Homelend qualifies on legacy evidence because official Homelend materials describe the founders launching the Homelend blockchain mortgage platform and HMD as the platform token, but the current official token trail is inactive.",Secondary token pages identify Homelend as HMD; no current official token page was found.,https://cryptoslate.com/coins/homelend/|https://icomarks.ai/ico/homelend,secondary_source|secondary_source,low,yes,"[{""token_symbol"":""HMD"",""token_name"":""Homelend"",""token_url"":""https://cryptoslate.com/coins/homelend/"",""reason"":""Homelend qualifies on legacy evidence because official Homelend materials describe the founders launching the Homelend blockchain mortgage platform and HMD as the platform token, but the current official token trail is inactive."",""evidence_urls"":[""https://medium.com/homelendblog/just-a-small-look-behind-the-scenes-of-homelend-211689677978"",""https://cryptoslate.com/coins/homelend/"",""https://icoholder.com/en/homelend-21345""],""evidence_source_types"":[""official_blog"",""token_data_page"",""secondary_source""]}]"
3278,459108-19,ADTOKEN.IO,adtoken.io,protocol_or_network,high,yes,ADTOKEN.IO issues the AD native token.,"[""AD Public Chain""]","[""https://adtoken.io/""]",completed,,[],"Secondary listings describe AD as the native token of AD Public Chain (ADTOKEN.IO), but no primary or reliable founding-organization evidence was found to resolve the rule inclusion.",Secondary token pages identify AD as ADTOKEN.IO's native token.,https://www.aicoin.com/en/currencies/allocatedividend|https://www.youtocoin.com/uk/coin/allocatedividend|https://www.cbinsights.com/company/adtokenio,secondary_source|secondary_source|secondary_source,low,yes,[]
3396,458650-36,PRIVI Protocol,privi.store,protocol_or_network,high,yes,Multiple Privi token pages and ecosystem docs require token-family mapping.,"[""Privi Protocol"", ""Privi Trax"", ""Privi Pix""]","[""https://privi.store/""]",completed,,"[""PRIVI"",""TRAX"",""PIX""]","the rule positive but needs manual review: secondary/token-data evidence maps Privi Protocol as the original decentralized social-finance protocol ecosystem and maps PRIVI/TRAX/PIX to that ecosystem, but current official sources are inactive or thin.","Secondary token pages map the Privi ecosystem to PRIVI, TRAX, and PIX; official site is thin/inactive.",https://www.youtocoin.com/coin/priviprotocol/overview|https://coinpaprika.com/coin/trax-privi-trax/|https://coinmarketcap.com/currencies/privi-pix/,secondary_source|secondary_source|coinmarketcap,low,yes,"[{""token_symbol"":""PRIVI"",""token_name"":""Privi Protocol"",""token_url"":""https://www.youtocoin.com/coin/priviprotocol/overview"",""reason"":""Secondary token/project pages identify Privi Protocol as a decentralized social-finance protocol ecosystem with PRIVI as its protocol token; official sources are inactive or thin, so the mapping remains under manual review."",""evidence_urls"":[""https://www.youtocoin.com/coin/priviprotocol/overview"",""https://www.cypherhunter.com/en/p/privi-protocol/"",""https://www.coincarp.com/currencies/priviprotocol/""],""evidence_source_types"":[""token_data_page"",""secondary_source"",""token_data_page""]},{""token_symbol"":""TRAX"",""token_name"":""Privi Trax"",""token_url"":""https://coinpaprika.com/coin/trax-privi-trax/"",""reason"":""Token-data evidence maps Privi Trax/TRAX to the Privi Protocol ecosystem as an original Privi product token, but official-source support remains weak."",""evidence_urls"":[""https://coinpaprika.com/coin/trax-privi-trax/"",""https://www.cypherhunter.com/en/p/privi-protocol/""],""evidence_source_types"":[""token_data_page"",""secondary_source""]},{""token_symbol"":""PIX"",""token_name"":""Privi Pix"",""token_url"":""https://coinmarketcap.com/currencies/privi-pix/"",""reason"":""CoinMarketCap maps Privi Pix/PIX to the Privi decentralized app ecosystem, but official-source support remains weak."",""evidence_urls"":[""https://coinmarketcap.com/currencies/privi-pix/"",""https://www.cypherhunter.com/en/p/privi-protocol/""],""evidence_source_types"":[""coinmarketcap"",""secondary_source""]}]"
3403,458738-11,CELESTIAL BODIES,,wallet_or_custody,low,yes,Current site resolves to a non-crypto storefront; light probe found no reliable fungible token.,[],[],completed,,[],"No reliable company-owned fungible token or founding protocol-ecosystem role was established; current identity evidence conflicts with a non-crypto storefront, so the the rule exclusion remains reviewable.",Current site resolves to a non-crypto storefront; no reliable fungible token found.,https://celestialbodies.us/,official_site,medium,yes,[]
3406,741032-65,Gemz,gemz.fun,gaming_or_nft,medium,yes,Gaming project and rebrand context require token-family confirmation.,"[""Gemz.fun"", ""Open Game Protocol""]","[""https://gemz.fun/"", ""https://www.xo2.com/twitter/twitter_user/ogprotocol/history""]",completed,,[],"Gemz/GEMZ evidence is limited to secondary game/rebrand pages and does not establish Gemz as a founding organization of an underlying blockchain/protocol; gaming/rewards app tokens are excluded, and the mapping remains unresolved.","Secondary game-token pages and rebrand history link Gemz.fun to a GEMZ token narrative, but the mapping remains weak.",https://www.f6s.com/company/gemz.fun|https://coincodex.com/crypto/gemz/|https://www.xo2.com/twitter/twitter_user/ogprotocol/history,secondary_source|secondary_source|secondary_source,low,yes,[]
3410,459053-74,Capsule (Social/Platform Software),capsule.social,dapp_or_product,medium,yes,Current site branding is conflicted; light probe found no reliable fungible ticker.,[],[],completed,,[],Capsule has legacy decentralized social/web3 publishing evidence but no reliable fungible token or founding protocol-token evidence; current brand/domain conflict leaves the the rule exclusion reviewable.,Current web evidence is conflicted between Capsule social and an unrelated agent-capsule site; no reliable fungible token found.,https://techcrunch.com/2021/03/09/capsule-gets-1-5m-to-build-super-simple-decentralized-social-media/|https://www.buildcapsules.com/,secondary_source|official_site,low,yes,[]
3476,741807-19,Based (Financial Software),basedapp.com,dapp_or_product,high,yes,"Based Credits exists, but no stable public ticker was found.","[""Based""]","[""https://basedapp.com/"", ""https://docs.basedapp.com/""]",completed,,[],"Based Credits appears to exist as an ERC-20 concept, but no stable public ticker or the rule qualifying company-founded protocol-token mapping was resolved.","Based Credits exists as an ERC-20, but no stable public ticker was found.",https://basedapp.com/|https://docs.basedapp.com/,official_site|official_docs,low,yes,[]
3522,739660-96,Aloha Protocol,alohaprotocol.ai,protocol_or_network,high,yes,"Full search found the protocol, but no fungible ticker or token page was found.","[""Aloha Protocol""]","[""https://alohaprotocol.ai/""]",completed,,[],"No the rule token confirmed: official Aloha pages describe blockchain-backed AI infrastructure but no verifiable fungible ticker/token page; a third-party profile mentions an Aloha Token without enough detail, so the rule remains unresolved.","Official site describes utility tokens and rewards, but no fungible ticker was identified.",https://alohaprotocol.ai/|https://alohaprotocol.ai/about-us/|https://www.f6s.com/company/aloha-protocol,official_site|official_site|secondary_source,medium,yes,[]
3651,551718-46,NoahArk Tech Group,noahark.io,protocol_or_network,medium,yes,Secondary token pages point to NoahArk and the linkage remains unresolved enough for manual review.,"[""NoahArk Tech Group""]","[""https://noahark.io/""]",completed,,[],"NoahArk Tech Group evidence shows a DeFi alliance/investment context, while NRK token pages map to NoahArkDAO/noahark.money and do not establish the PitchBook company as an original founding organization for that token ecosystem.",Secondary token pages and company coverage map NoahArk to NRK but primary confirmation is missing.,https://coinmarketcap.com/currencies/noahark/|https://www.cryptowisser.com/news/noahark-tech-group-secures-over-2-million-investment-from-eos-network-ventures|https://www.coindesk.com/tech/2024/01/04/protocol-latest-tech-news-crypto-blockchain/,coinmarketcap|secondary_source|secondary_source,low,yes,[]
3658,266532-31,Agora Science,agorascience.com,dapp_or_product,medium,yes,Current sources mention Agora Tokens but no authoritative current ticker mapping could be resolved.,[],[],completed,,[],"Agora Science has historical blockchain/scientific-publishing signals, but no authoritative current fungible ticker or evidence establishing a the rule founding-token ecosystem was resolved.",Current sources mention Agora Tokens but no authoritative current mapping could be resolved.,https://www.twoinstitute.com/ent/agora-science/|https://find-and-update.company-information.service.gov.uk/company/08751788,secondary_source|secondary_source,low,yes,[]
3726,741041-65,DeSpeed,despeed.net,infrastructure_or_data,high,yes,"Official docs mention Bytes converting into DeSpeed tokens, but no current fungible ticker is confirmed.",[],[],completed,,[],"No confirmed the rule token object: official DeSpeed materials describe Bytes that may convert into future DeSpeed tokens before mainnet, but reasonable search did not confirm a current fungible token ticker/name suitable for the rule inclusion.","Official site and docs mention Bytes and future DeSpeed tokens, but no current ticker is confirmed.",https://despeed.net/|https://despeed.gitbook.io/despeed-docs/,official_site|official_docs,low,yes,[]
3703,268221-16,Liquineq,liquineq.ch,dapp_or_product,medium,yes,Official site references a utility token concept but no stable fungible ticker was confirmed.,[],[],completed,,[],"Liquineq official pages name the Liquideum utility-token concept, but no stable public ticker/token URL was confirmed, so no the rule token object can be included without manual resolution.","Official site describes a utility-token banking design, but no stable ticker mapping was confirmed.",https://liquineq.ch/|https://liquineq.ch/multi-tier-blockchain-technology/,official_site|official_site,low,yes,[]
3708,268113-16,CommerceBlock,commerceblock.com,protocol_or_network,medium,yes,"Token-page evidence maps CommerceBlock to CBT, but current official-site continuity is thin.","[""CommerceBlock""]","[""https://commerceblock.com/""]",completed,,[],"Legacy CBT evidence links CommerceBlock to the original token, but later token-swap materials state CBT was to be exchanged into CommerceBlock Holding shares and then no longer officially supported, leaving current the rule inclusion unresolved.","CoinMarketCap maps CBT to CommerceBlock, but current official continuity is thin.",https://coinmarketcap.com/currencies/commerceblock/,coinmarketcap,medium,yes,[]
3975,267280-66,BUMO (Blockchain),bumo.io,protocol_or_network,high,yes,"Commercial-grade public blockchain protocol with BU token evidence on secondary market-data pages; primary-source corroboration is missing in this pass, so manual review is needed.","[""BUMO""]","[""https://www.bumo.io/""]",completed,2026-04-20T10:34:21Z,[],"BUMO has secondary BU token evidence and sources describing an operator/foundation, but I did not find primary or reliable evidence tying the input company to an officially recognized founding-entity or original-organization role for the BUMO ecosystem; the official site was not reachable in this pass.","Secondary token pages consistently identify BUMO (BU) as the network token, but no reachable primary-source project page was found in this run.",https://coinmarketcap.com/currencies/bumo/|https://cryptoslate.com/coins/bumo/|https://en.coinjinja.com/ico/bumo|https://bibox.zendesk.com/hc/en-us/articles/360005041594-BUMO-BU,coinmarketcap|secondary_source|secondary_source|secondary_source,medium,yes,[]
