task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,search_tier,project_search_required,risk_flags,classifier_reason
178,481775-77,Cumulus Digital,cumulusinfra.com,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Digital infrastructure / mining facility description with no token signal.
179,481782-79,3IPK,3ipk.com,infrastructure_or_data,none,skip_candidate,no,[],Official site explicitly says no crypto / token issuance / trading / wallet services.
180,481793-05,Secret Key Labs,secretkeylabs.com,wallet_or_custody,low,skip_candidate,no,"[""alias_or_former_name""]",Bitcoin wallet / tooling company with no owned token signal.
181,481796-02,Point Network,pointnetwork.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",blockchain network with native POINT token
182,482042-71,Poof Payments,poof.io,service_provider,medium,light,yes,"[""token_keyword""]",crypto payment infrastructure; bounded token-existence check only
183,482096-80,Sandhiguna,sandhiguna.com,security_or_compliance,none,skip_candidate,no,[],cryptographic key-management/security company with no blockchain project signal
184,482261-68,Polygon Studios,polygonstudios.com,gaming_or_nft,high,full,yes,"[""nft_or_gaming""]",Polygon ecosystem studio with gaming/NFT focus; needs full project/token disambiguation
185,481845-16,Plusman,plusmanllc.co.jp,traditional_business,none,skip_candidate,no,[],healthcare AI software; crypto keyword spillover only
186,481990-60,Forta Network,forta.org,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",security protocol with native FORT token
187,481861-36,Zerocap,zerocap.com,service_provider,low,light,yes,[],crypto asset trading and liquidity desk; cheap token-existence check only
188,481980-52,Mars4,mars4.me,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",web3 game/metaverse with native MARS4 token
189,10747-09,Beowulf Electricity & Data,beowulfed.com,traditional_business,none,skip_candidate,no,[],energy/infrastructure company; no owned token signal
190,100678-60,Advanced Global Concepts,,exchange_or_broker,medium,light,yes,[],Bitcoin exchange platform; token search warranted but no strong token signal
191,100779-40,Veem,veem.com,service_provider,none,skip_candidate,no,[],global payments platform; no owned token signal
192,100867-06,AtlasCard.,atlas.money,traditional_business,none,skip_candidate,no,[],"card/membership product with loyalty points, not crypto token"
193,100936-90,bitbank,bitbank.cc,exchange_or_broker,medium,light,yes,[],centralized crypto exchange; cheap token-existence check
194,101010-61,BITCOIN INDIA,bitcoin-india.org,wallet_or_custody,medium,light,yes,[],crypto wallet and buy/sell platform; bounded token-existence check
195,104559-13,Cryptiv,cryptiv.com,wallet_or_custody,low,light,yes,[],enterprise blockchain wallet system; cheap token-existence check
196,101060-38,Cascade (Financial Services),cascadefintech.com,service_provider,none,skip_candidate,no,[],card issuing platform; no owned token signal
197,101074-51,Bitspark,bitspark.io,exchange_or_broker,low,light,yes,[],closed crypto remittance/exchange business; verify no company token
198,101170-09,coin4ce,coin4ce.com,exchange_or_broker,low,light,yes,[],bitcoin transaction platform; cheap token-existence check
199,101198-35,Crypta Labs,cryptalabs.com,security_or_compliance,none,skip_candidate,no,[],quantum security hardware company; no crypto project/token
200,481968-19,Yipenhua Cultural & Creative,hdd666.net,traditional_business,none,skip_candidate,no,[],digital artwork trading/IP platform with no owned token signal
201,482527-90,Retreeb,retreeb.io,dapp_or_product,high,full,yes,"[""token_keyword""]",decentralized payment platform with native TREEB token
202,101288-80,ShowOpp,dada.art,media_or_education,none,skip_candidate,no,[],social drawing platform; no crypto project/token signal
203,482533-30,THINK Agents,thinkagents.ai,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",ASM/Think network has native THINK token and former-name ambiguity
204,481980-79,THEOS,theos.fi,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",NFT marketplace / DeFi ecosystem with native THEOS token
205,482499-28,BrilliantMD,brilliant.md,traditional_business,none,skip_candidate,no,[],healthcare claims software; blockchain mention is incidental
206,101670-94,Hatcher+,hq.hatcher.com,investment_or_holdings,none,skip_candidate,no,[],venture investment platform; no owned token signal
207,482531-77,Silibrain,silibrain.com,traditional_business,none,skip_candidate,no,[],generic systems company; crypto keyword spillover only
208,482434-75,SoftwareSuggest,softwaresuggest.com,media_or_education,none,skip_candidate,no,[],software portal/lead-gen site; blockchain mention is incidental
209,482479-21,Brand Minds,brandminds.com,media_or_education,none,skip_candidate,no,[],business events platform; no owned token signal
210,102156-94,Element,element.io,service_provider,low,light,yes,"[""alias_or_former_name""]","former New Vector / Riot App; resolve rebrand, then confirm no token"
211,482151-07,Amond,getamond.com,dapp_or_product,high,full,yes,"[""alias_or_former_name""]",Blockchain ad-reward wallet/app with former names Ados and Vectors; plausible owned token mapping.
212,481916-26,Lantern Ventures,lanternventures.com,investment_or_holdings,none,skip_candidate,no,[],Crypto trading advisory/investment firm with no owned project signal.
213,102735-37,Vanbex Group,vanbex.com,service_provider,none,skip_candidate,no,[],Blockchain consulting/advisory firm with no owned token signal.
214,102786-40,Loyyal,loyyal.com,dapp_or_product,medium,full,yes,"[""token_keyword""]",Blockchain loyalty/rewards platform with tokenization language and point products; fungible token status must be resolved.
215,482500-54,DotOracle,dotoracle.network,protocol_or_network,high,full,yes,"[""protocol_keyword""]",Decentralized oracle/liquidity network with direct token-page signal.
216,102960-19,StockBet (Financial Software),stockbet.com,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]",Stock-market gaming platform with Bitcoin payments; cheap token-existence check is justified.
217,103028-68,ViralTrade,viraltrade.com,exchange_or_broker,none,skip_candidate,no,[],Digital asset exchange platform with no owned token signal.
218,103344-76,VisiKard,visikard.com,service_provider,none,skip_candidate,no,[],Payments/marketing platform with crypto support only; no owned token signal.
219,103429-00,Yaykuy,yaykuy.cl,exchange_or_broker,none,skip_candidate,no,[],Bitcoin buy/sell gateway with no owned token signal.
220,103558-06,Zenodys,zenodys.com,dapp_or_product,low,full,yes,"[""protocol_keyword""]",Decentralized blockchain IoT platform; full search is warranted to confirm whether a token exists.
221,289980-28,WhatsHalal,whatshalal.com,dapp_or_product,low,light,yes,"[""alias_or_former_name""]",Former-name/rebrand plus blockchain data infrastructure context; cheap resolution pass should check for a token.
222,10376-20,Silvergate Capital,silvergatebank.com,traditional_business,none,skip_candidate,no,[],Banking/infrastructure company with no owned token signal.
223,481174-39,H3RO3S,h3ro3s.org,gaming_or_nft,high,full,yes,"[""nft_or_gaming""]",Blockchain gaming platform with explicit tokenized gameplay signal.
224,572346-64,Evermoon Games,evermoon.games,gaming_or_nft,high,full,yes,"[""nft_or_gaming""]",Web3 game ecosystem with explicit dual-token docs and gaming economy.
225,572413-87,Blueprint Finance,blueprintfinance.com,traditional_business,none,skip_candidate,no,"[""brand_project_mismatch""]","Current official website is a real-estate finance business, not the crypto project described in the candidate row."
226,572473-18,Zeus Network (Taiwan),zeusnetwork.xyz,protocol_or_network,high,full,yes,"[""protocol_keyword""]",Cross-chain protocol with direct ZEUS token and APOLLO/zBTC ecosystem signal.
227,572484-79,Crystal Fun,crystalfun.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming""]",Web3 game studio with explicit fungible token governance docs.
228,761580-55,Iqana,iqana.io,dapp_or_product,low,light,yes,[],Crypto-as-a-service platform with no company-owned token signal; exact-domain probe is sufficient.
229,762554-44,ORO Labs (Financial Software),oro.finance,dapp_or_product,high,full,yes,"[""token_keyword""]",Tokenized gold platform with explicit current $GOLD token language.
230,762727-24,Yeet,yeet.com,gaming_or_nft,high,full,yes,"[""nft_or_gaming"", ""token_keyword""]","Crypto casino/gaming brand with explicit YEET token and airdrop language, but live identity needs confirmation."
231,762836-41,COCA Wallet,coca.xyz,wallet_or_custody,high,full,yes,"[""token_keyword""]",Non-custodial wallet/card product with explicit COCA tokenomics and current token pages.
232,762965-11,UBX (Financial Software),ubx.one,exchange_or_broker,medium,full,yes,"[""token_keyword""]","Digital asset exchange with token burn and ecosystem branding, but official identity is thin and should be checked carefully."
233,763105-96,Titan (Financial Software),titan.exchange,protocol_or_network,high,full,yes,"[""protocol_keyword""]",Solana DEX aggregator protocol; token existence must be checked but no clear token signal was found.
234,951496-84,Verificare,verificare.africa,security_or_compliance,low,light,yes,[],"Blockchain verification/compliance platform with credit pricing, not a token-first project."
235,951508-00,Logrium,logrium.com,infrastructure_or_data,low,full,yes,"[""protocol_keyword""]","AI-powered blockchain/Web3 infrastructure; full search is warranted, but no token signal is explicit."
236,952206-67,BlockchainRe,blockchainre.it,dapp_or_product,low,light,yes,"[""token_keyword""]",Real-estate blockchain/NFT document platform; exact-domain probe should verify whether any fungible token exists.
237,952551-82,Toucan Exchange,toucan-x.com,exchange_or_broker,low,light,yes,"[""token_keyword""]","Tokenized RWA marketplace with asset-token language, but no clear company-owned fungible token signal."
238,761202-55,What Bitcoin Did,whatbitcoindid.com,media_or_education,none,skip_candidate,no,[],Podcast/media platform with no owned token signal.
239,1233047-26,SavhFresh,savhfresh.com,dapp_or_product,low,light,yes,"[""protocol_keyword""]",Blockchain supply-chain platform with escrow/logistics features; cheap token-existence check is justified.
240,572392-72,QFi,q-fi.io,protocol_or_network,high,full,yes,"[""token_keyword""]",Q.Finance docs clearly describe dual-token DeFi protocol with QFI and QFIN.
241,762578-11,Inchy,inchy.ai,dapp_or_product,medium,full,yes,"[""token_keyword""]",AI crypto assistant / trading platform; full search needed for possible project-token mapping.
242,100979-65,Decentral (Financial Software),decentral.ca,infrastructure_or_data,low,light,yes,"[""protocol_keyword""]",Blockchain platform and smart-contract tooling provider; cheap token-existence check is justified.
243,1233047-62,Tokenati,tokenati.ae,service_provider,low,skip_candidate,no,"[""thin_source_context""]",B2B blockchain/data services with no owned project or token signal.
244,101149-39,CleverCoin,clevercoin.com,exchange_or_broker,none,skip_candidate,no,"[""token_keyword""]",Bitcoin exchange only; no owned token project signal.
245,104383-72,Revolut,revolut.com,traditional_business,none,skip_candidate,no,"[""thin_source_context""]","Traditional fintech with incidental crypto support, but no owned project signal."
246,762986-62,AegisAI (Financial Software),aegisai.network,protocol_or_network,high,full,yes,"[""protocol_keyword""]",Blockchain network/security platform with an on-chain token page; full mapping required.
247,102479-68,Trackers,trackers.com,service_provider,low,skip_candidate,no,"[""thin_source_context""]",Blockchain-integrated lead tracking tools with no owned token/project signal.
248,762712-39,Hantang Big Data,,infrastructure_or_data,low,skip_candidate,no,"[""thin_source_context""]",Generic blockchain software and data-processing support without owned token signal.
249,104596-03,GetGems,getgems.org,dapp_or_product,medium,full,yes,"[""brand_project_mismatch"", ""token_keyword""]","GetGems has legacy messaging/rewards/token context, but current brand and token mapping need full resolution."
250,762632-38,Ward Analytics,wardgraph.com,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Blockchain monitoring / analytics platform with no clear owned token signal; bounded check is sufficient.
251,104892-40,BigchainDB,bigchaindb.com,infrastructure_or_data,low,light,yes,"[""protocol_keyword""]",Blockchain database infrastructure; exact-domain and name probes are enough to rule in/out a token.
