task_index,investor_id,investor_name,normalized_domain,primary_investor_type,investor_archetype,crypto_native_likelihood,operating_capability_likelihood,search_tier,capability_search_required,risk_flags,classifier_reason
115,490812-49,NxGen Ventures,nxgen.xyz,Venture Capital,crypto_native_vc,high,medium,full,yes,"[""third_party_service_provider_introductions_excluded""]","NxGen says it makes curated introductions to MMs, DEXs, CEXs, launchpads, and other providers; full search was required to exclude third-party access from self-operated capability."
116,509361-04,Wintermute Ventures,,Corporate Venture Capital,exchange_affiliated_investor,high,medium,full,yes,"[""parent_capability_not_inherited""]","Wintermute Ventures is the strategic investment arm of Wintermute, whose parent is an algorithmic trading and liquidity firm; full search was required for parent attribution."
117,552755-53,Absoluta Digital,absoluta.digital,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""limited_official_access"",""portfolio_exposure_only""]",Absoluta Digital is described by trusted databases as a blockchain-focused VC/advisory investor; no official operating capability evidence was found.
118,465236-74,Nxstudios,nxstudios.io,Accelerator/Incubator,accelerator_or_incubator,high,low,light,yes,"[""former_name_context"",""accelerator_support_only""]",Nxstudios/GD10 Ventures appears to be a blockchain venture studio/accelerator; no direct operating capability evidence was found.
119,467840-26,Extra Watts,extrawatts.co,Venture Capital,crypto_native_vc,high,low,light,yes,"[""portfolio_exposure_only""]","Extra Watts official site describes capital, know-how, and network for early-stage blockchain and mobility startups; no operating capability evidence was found."
120,227400-13,Electric Capital,electriccapital.com,Venture Capital,crypto_native_vc,high,low,light,yes,"[""portfolio_exposure_only""]","Electric Capital official site describes a frontier-technology VC investing in AI, cryptography, and distributed systems; no direct operating capability evidence was found."
121,11175-49,Draper Dragon,draperdragon.com,Venture Capital,crypto_native_vc,high,low,light,yes,[],"Local row and current official site identify Draper Dragon as an early-stage venture fund focused on Web3, blockchain, and emerging technology; no current source-backed self-operated trading, execution, market-making, OTC, DeFi protocol, or parent sub-fund capability signal was found."
122,463205-17,Zee Prime Capital,zeeprime.capital,Venture Capital,crypto_native_vc,high,low,light,yes,[],"Official and trusted profiles show Zee Prime as a flexible/cypherpunk long-term capital firm and crypto/Web3 VC; searches found no current self-operated trading, execution, market-making, OTC, DeFi protocol, or parent sub-fund evidence."
123,268178-86,Republic Capital,republiccapital.co,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""parent_company_no_inheritance""]",Republic Capital is a venture adviser/VC with fintech and Web3 exposure and a Republic parent relationship; under the one-way attribution rule the child row does not inherit any parent Republic platform capabilities.
124,470112-67,Maven Capital,mavencapital.io,Venture Capital,crypto_native_vc,high,low,light,yes,[],"LinkedIn, PitchBook, and RootData identify Maven Capital FZCO as a crypto startup fund/support firm; no current source-backed operating capability was found."
125,399517-48,NueValue,,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""historical_or_inactive_status""]","The local row and trusted/secondary profiles describe NueValue as a blockchain-focused venture firm, with PitchBook using historical was-language; no current operating capability evidence was found."
126,535961-62,WAGMI Ventures (Texas),wagmiventures.io,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""official_profile_pivot_or_identity_ambiguity""]","Current official wagmiventures.io describes a pre-IPO investor network, while local and trusted profiles still identify a crypto/Web3 venture investor; no operating capability evidence was found."
127,467595-37,Basics Capital,basics.capital,Venture Capital,crypto_native_vc,high,low,light,yes,[],Official and trusted profiles identify Basics Capital as a global crypto fund focused on early-stage blockchain/application-layer investments; no direct operating service evidence was found.
128,464102-29,Faculty Capital,facultycapital.com,Venture Capital,crypto_native_vc,high,low,light,yes,"[""parent_company_no_inheritance""]",Official sources identify Faculty Capital as a Web3 venture firm under Faculty Group and backed by FCIF; no source-backed capability belongs to the Faculty Capital row beyond investment activity.
129,231606-28,Global Blockchain Innovative Capital,gbic.io,Venture Capital,crypto_native_vc,high,low,light,yes,[],GBIC profiles identify a blockchain VC/accelerator and community-building investment firm; searches found no current direct trading or DeFi operating capability.
130,484375-78,Aza Ventures,aza.ventures,Venture Capital,crypto_native_vc,high,medium,full,yes,"[""unverified_otc_claims_excluded""]",Trusted and secondary profiles identify Aza Ventures as an early-stage crypto VC; an ordinary Binance Square allegation about private OTC deals was reviewed but is not official/trusted capability evidence.
131,465458-50,Marshland Capital,marshlandcapital.com,Venture Capital,crypto_native_vc,high,low,full,yes,[],"Official and secondary profiles show a traditional and crypto investment fund targeting DeFi and helping portfolio companies launch, but not operating DeFi/trading services itself."
132,108358-57,FJ Labs,fjlabs.com,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,[],Official pages show a broad marketplace/network-effect VC with some Crypto and Web3 portfolio exposure; no current operating capability evidence was found.
133,232270-48,Chain Capital (Shanghai),capital-chain.com,Venture Capital,crypto_native_vc,high,low,light,yes,[],Trusted/secondary profiles identify Chain Capital as a blockchain-focused VC/incubator; no direct operating capability evidence was found for the current row.
134,438134-68,TRGC,trgc.io,Venture Capital,crypto_native_vc,high,medium,full,yes,[],"TRGC has local hedge-fund signals and current official digital-asset investment-firm language; no current source shows a direct trading, market-making, execution, OTC, DeFi, or sub-fund capability."
135,640563-49,TPC Ventures,tpc.ventures,Venture Capital,crypto_native_vc,high,low,light,yes,[],"Official TPC Ventures pages show a Web3/ownership-economy venture investor and portfolio support platform, not a self-operated trading or DeFi service."
136,707319-37,Most Valuable Builder Accelerator Program,,Accelerator/Incubator,accelerator_or_incubator,high,low,light,yes,[],"Official BNB Chain sources describe MVB as an accelerator jointly run by BNB Chain, YZi Labs, and CMC Labs for early-stage Web3 builders; accelerator support and DeFi cohorts do not create row-level operating capabilities."
137,222089-05,HyperChain Capital,hyperchain.capital,Hedge Fund,hedge_fund_or_quant,high,medium,full,yes,[],"HyperChain is a digital assets management/hedge-fund style crypto investor, but current sources do not show algorithmic trading, OTC, market making, execution services, DeFi operation, or sub-fund structure."
138,481343-59,Jsquare Capital,jsquare.co,Venture Capital,crypto_native_vc,high,low,full,yes,[],Jsquare official pages describe a Web3 VC and official research/news confirms the Pioneer Fund launch; fund and DeFi investment focus do not show direct operating trading or DeFi capability.
139,527560-12,Comma3 Ventures,comma3.co,Venture Capital,crypto_native_vc,high,low,light,yes,[],Official Comma3 pages identify a Web3/blockchain venture investor backing disruptive founders; no direct operating capability evidence was found.
140,264300-04,Primitive Ventures,primitive.ventures,Venture Capital,crypto_native_vc,high,medium,full,yes,[],Primitive official and secondary profiles describe a team-owned multi-strategy crypto investment firm investing from its own balance sheet; no direct source shows the defined operating capabilities.
141,230146-66,RockawayX,rockawayx.com,Venture Capital,crypto_native_vc,high,high,full,yes,[],"Current official RockawayX pages show active DeFi liquidity provision, solver/on-chain execution activity, market making services, algorithmic vault rebalancing, and a multi-subfund fund structure."
142,234354-43,Consensus Lab (Blockchain investor),consensus-lab.com,Venture Capital,crypto_native_vc,high,low,light,yes,"[""parent_company_no_inheritance"",""official_site_limited_access""]",Trusted profiles identify Consensus Lab as a Beijing blockchain VC/investor and Huoxing24-linked entity; no current row-level operating capability evidence was found.
143,529068-52,Cyber.Fund,cyber.fund,Venture Capital,crypto_native_vc,high,low,light,yes,[],Current official and trusted profiles show Cyber.Fund backing founders at the blockchain/AI/robotics intersection; portfolio exposure does not establish operating capabilities.
144,539398-45,Blizzard Avalanche Fund,blizzard.fund,Venture Capital,fund_vehicle_or_fund_platform,high,low,light,yes,[],Official sources describe Blizzard as a $200M+ venture capital fund backing Avalanche ecosystem companies; the row is itself a fund and no operating capabilities were found.
145,439199-11,The LAO,thelao.io,Venture Capital,fund_vehicle_or_fund_platform,high,low,light,yes,[],Official pages describe The LAO as a member-directed venture capital fund/venture DAO; pooling member capital for investments is not one of the six operating capabilities.
146,497204-20,KOI Capital (Singapore),koicapital.com,Venture Capital,crypto_native_vc,high,low,light,yes,[],Official KOI Capital pages identify a blockchain/cryptographic investment firm and portfolio platform; no self-operated trading or DeFi capability was found.
147,233744-05,Paradigm (Crypto Fund),paradigm.xyz,Venture Capital,crypto_native_vc,high,low,full,yes,[],"Paradigm official pages say it builds and invests across crypto and frontier technology; the full pass found software/research output but no direct trading, market-making, execution, OTC, DeFi, or qualifying sub-fund capability."
