task_index,InvestorID,InvestorName,InvestorAlsoKnownAs,InvestorFormerName,InvestorLegalName,Website,normalized_domain,ParentCompany,Exchange,Ticker,HQLocation,HQCountry,PrimaryInvestorType,OtherInvestorTypes,PreferredInvestmentTypes,PreferredVerticals,OtherInvestmentPreferences,LastClosedFundName,LastClosedFundType,Description,MatchedKeywords,MatchedColumns,InvestorCapabilityContext,SearchPolicy,AgentTaskScope
22,462593-35,Morningstar Ventures,,,,www.morningstar.ventures,morningstar.ventures,,,,"Dubai, United Arab Emirates",United Arab Emirates,Venture Capital,Accelerator/Incubator,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round","Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, Gaming","Prefers minority stake, Will syndicate",,,"Founded in 2020, Morningstar Ventures is a venture capital firm based in Dubai, United Arab Emirates. The firm seeks to invest in digital assets, blockchain, cryptocurrency, and gaming sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 160 token companies, 170 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator | PreferredVerticals: Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, Gaming | PreferredInvestmentTypes: Accelerator/Incuba",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
23,232193-35,Genblock Capital,,,,genblock.capital,genblock.capital,,,,"San Francisco, CA",United States,Venture Capital,,"Early Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",,,"Founded in 2017, Genblock Capital is a venture capital firm headquartered in San Francisco, California. The firm seeks to invest in early-stage companies operating in the blockchain and cryptocurrency sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 159 token companies, 165 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Seed Round | CompanyInvestorRelation: Mars4; status=Active; holding=Minority; since=09/07",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
24,462995-74,Magnus Capital,,,,magnuscapital.com,magnuscapital.com,,,,"Amsterdam, Netherlands",Netherlands,Venture Capital,Accelerator/Incubator,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round",Cryptocurrency/Blockchain,"Prefers minority stake, Will syndicate",Magnus Capital Digital Assets Fund,Venture Capital - Early Stage,"Founded in 2017, Magnus Capital is a venture capital firm based in Amsterdam, Netherlands. The firm seeks to invest in the cryptocurrency, blockchain, and digital assets sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|lead_investor|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 157 token companies, 159 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Accelerator/Incubator, Early Stage VC, Later",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
25,226878-04,Signum Capital,,,Signum Capital Management Pte. Ltd.,www.signum.capital,signum.capital,,,,"Singapore, Singapore",Singapore,Venture Capital,,"Early Stage VC, Seed Round","Cryptocurrency/Blockchain, Cybersecurity, FinTech, Gaming, Infrastructure, SaaS, TMT","Prefers minority stake, Will syndicate",UVM Signum Blockchain fund,Venture Capital - Early Stage,"Founded in 2017, Signum Capital is a venture capital firm based in Singapore. The firm prefers to invest in companies operating in the finance and technology sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|lead_investor|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 156 token companies, 170 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, Cybersecurity, FinTech, Gaming, Infrastructure, SaaS, TMT | PreferredInvestmentTypes: Early Stage VC, Seed Round | C",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
26,458156-35,CMS Holdings (New York),,,CMS Holdings LLC,cmsholdings.io,cmsholdings.io,,,,"New York, NY",United States,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Big Data, Cryptocurrency/Blockchain, FinTech, Internet of Things","Prefers minority stake, Will syndicate",,,"Founded in 2019, CMS Holdings is a venture capital firm based in New York. The firm prefers to invest in the cryptocurrency sector through equity and tokens.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 153 token companies, 165 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Big Data, Cryptocurrency/Blockchain, FinTech, Internet of Things | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Minte",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
27,503136-10,DWF Options,,,DWF Options Ltd.,dwf-labs.com,dwf-labs.com,,,,"Dubai, United Arab Emirates",United Arab Emirates,Venture Capital,,"Early Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",DWF Labs Liquid Fund,Venture - General,"Founded in 2022, DWF Labs is a venture capital firm based in Dubai, United Arab Emirates. The firm invests in companies operating in the web3 and cryptocurrency sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 146 token companies, 154 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Seed Round | CompanyInvestorRelation: Mars4; status=Active; holding=Minority; since=05/05",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
28,466834-15,Kosmos Ventures,,,,www.kosmos.vc,kosmos.vc,,,,"Perth, Australia",Australia,Venture Capital,,"Early Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech, Gaming, Infrastructure","Prefers minority stake, Will syndicate",,,"Founded in 2017, Kosmos Ventures is a venture capital firm based in Perth, Australia. The firm prefers to invest in companies operating in the blockchain, infrastructure, game finance, and decentralised finance sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 145 token companies, 148 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech, Gaming, Infrastructure | PreferredInvestmentTypes: Early Stage VC, Seed Round | CompanyInvestorRelation: Fuel Labs; status=Active; h",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
29,265646-17,Moonwhale Ventures,,,Moonwhale Ventures LLC,www.moonwhale.capital,moonwhale.capital,,,,"Singapore, Singapore",Singapore,Venture Capital,Real Estate,"Angel (individual), Early Stage VC, Joint Venture, Later Stage VC, Secondary Transaction - Private, Seed Round","Cryptocurrency/Blockchain, FinTech","Long-Term Investor, Prefers minority stake, Will syndicate",,,"Founded in 2017, Moonwhale is a venture capital investment firm headquartered in Singapore. The firm seeks to invest in cryptocurrency and digital assets.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 144 token companies, 146 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Real Estate | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Angel (individual), Early Stage VC, Joint Venture, Later Stage VC, Seco",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
30,465617-89,AVstar Capital,,,,www.avstarcapital.co,avstarcapital.co,,,,"Jakarta, Indonesia",Indonesia,Venture Capital,"Accelerator/Incubator, Angel Group","Accelerator/Incubator, Early Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech, Gaming","Prefers minority stake, Will syndicate",,,"Founded in 2016, AVSTAR Capital is a venture capital firm based in Jakarta, Indonesia. The firm prefers to invest in companies operating in decentralized finance, web 3.0 infrastructure, NFT, & gaming sectors across Southeast Asia.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 144 token companies, 145 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator, Angel Group | PreferredVerticals: Cryptocurrency/Blockchain, FinTech, Gaming | PreferredInvestmentTypes: Accelerator/Incubator, Early Stage VC, S",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
31,224006-95,Hashed,,,"Hashed Ventures, Inc",www.hashed.com,hashed.com,,,,"Seoul, South Korea",South Korea,Venture Capital,Accelerator/Incubator,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech, SaaS, TMT","Prefers minority stake, Will syndicate",Hashed Venture Fund III,Venture - General,"Founded in 2017, Hashed is a venture capital firm based in Seoul, South Korea. The firm seeks to invest in the cryptocurrency and blockchain sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|lead_investor|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 142 token companies, 165 deals, 2 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator | PreferredVerticals: Cryptocurrency/Blockchain, FinTech, SaaS, TMT | PreferredInvestmentTypes: Accelerator/Incubator, Ea",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
32,279816-67,GSR,,GSR Markets Ltd,GSR Digital LLC,www.gsr.io,gsr.io,,,,"London, United Kingdom",United Kingdom,Venture Capital,"Family Office, Limited Partner","Early Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Long-Term Investor, Prefers minority stake, Will syndicate",,,"Founded in 2013, GSR is a venture capital firm based in London, United Kingdom. The firm prefers to invest in cryptocurrency, decentralized finance, and web3 sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 142 token companies, 150 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Family Office, Limited Partner | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Seed Round | CompanyInvestorRelation",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
